study_ID,author_first,year,extracted,order,family,species,species_OTL,resistance,origin,setting,life_stage,sex,mass_g,lon,lat,trt_temp,exposed,strain,genotype,strain_name,dose_ZE_ml,Bd,time_post_days,bio_hier,trait,response,trait_unit,trait_value,notes,title,ref
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.35,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,1383766,30,Organism,Body condition,Mass change,,-0.15,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.81,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,1439367,28,Organism,Body condition,Mass change,,-0.28,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.06,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,1534157,27,Organism,Body condition,Mass change,,0.16,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,4.09,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,1662160,29,Organism,Body condition,Mass change,,0.59,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,4.18,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,1838958,22,Organism,Body condition,Mass change,,-0.41,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.65,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,2162675,28,Organism,Body condition,Mass change,,-0.19,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,4.67,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,2259450,22,Organism,Body condition,Mass change,,0.04,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,4.71,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,2488800,24,Organism,Body condition,Mass change,,-0.07,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.63,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,2935774,23,Organism,Body condition,Mass change,,-0.28,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,3.89,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,3070885,30,Organism,Body condition,Mass change,,-0.23,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,3.71,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,3269819,23,Organism,Body condition,Mass change,,0.16,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.65,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,5550011,28,Organism,Body condition,Mass change,,0.79,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.82,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,6179549,23,Organism,Body condition,Mass change,,-0.46,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.8,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,7891814,26,Organism,Body condition,Mass change,,0.27,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.34,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,86,Organism,Body condition,Mass change,,-0.05,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,4.24,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,86,Organism,Body condition,Mass change,,-0.06,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,3.54,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,87,Organism,Body condition,Mass change,,0.41,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,3.32,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,87,Organism,Body condition,Mass change,,0.38,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,1.92,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,87,Organism,Body condition,Mass change,,0.2,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.98,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,88,Organism,Body condition,Mass change,,0.67,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.21,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,88,Organism,Body condition,Mass change,,0.38,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.02,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,88,Organism,Body condition,Mass change,,0.42,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,4.27,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,88,Organism,Body condition,Mass change,,0.09,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,5,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,88,Organism,Body condition,Mass change,,1.12,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,5.19,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,89,Organism,Body condition,Mass change,,0.6,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.12,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,307,40,Organism,Body condition,Mass change,,0.09,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.93,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,353,31,Organism,Body condition,Mass change,,0.1,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,3.74,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,393,31,Organism,Body condition,Mass change,,-0.32,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.75,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,548,30,Organism,Body condition,Mass change,,-0.51,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,4.3,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,1982,30,Organism,Body condition,Mass change,,0.46,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,1.65,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,22037,23,Organism,Body condition,Mass change,,-0.54,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,3.54,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,36534,45,Organism,Body condition,Mass change,,-0.64,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.11,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,45629,32,Organism,Body condition,Mass change,,0.28,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,3.31,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,51584,32,Organism,Body condition,Mass change,,0.4,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,4.27,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,51733,23,Organism,Body condition,Mass change,,-0.52,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,3.56,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,71055,41,Organism,Body condition,Mass change,,0.1,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.49,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,71440,33,Organism,Body condition,Mass change,,-0.57,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,5.69,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,76648,28,Organism,Body condition,Mass change,,0.16,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,1.05,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,88890,35,Organism,Body condition,Mass change,,-0.28,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.7,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,92972,36,Organism,Body condition,Mass change,,-0.24,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,6.7,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,119857,46,Organism,Body condition,Mass change,,-1.57,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.66,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,127486,39,Organism,Body condition,Mass change,,-0.53,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.34,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,132944,30,Organism,Body condition,Mass change,,-0.29,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,4.28,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,147473,48,Organism,Body condition,Mass change,,-0.45,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.75,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,183095,36,Organism,Body condition,Mass change,,-0.28,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,2.78,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,184012,38,Organism,Body condition,Mass change,,0.15,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,2.18,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,187494,38,Organism,Body condition,Mass change,,-0.29,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,2.61,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,188894,43,Organism,Body condition,Mass change,,-0.92,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.04,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,224788,40,Organism,Body condition,Mass change,,-0.75,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,1.46,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,298241,35,Organism,Body condition,Mass change,,-0.24,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.11,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,322260,29,Organism,Body condition,Mass change,,-0.05,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,6.19,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,369134,30,Organism,Body condition,Mass change,,-1.89,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.82,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,389649,33,Organism,Body condition,Mass change,,0.19,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,2.69,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,391841,31,Organism,Body condition,Mass change,,-0.02,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,4.11,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,447596,30,Organism,Body condition,Mass change,,0.04,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.31,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,514114,38,Organism,Body condition,Mass change,,-0.05,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,4.1,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,546233,33,Organism,Body condition,Mass change,,-0.97,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,2.46,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,577810,35,Organism,Body condition,Mass change,,0.09,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.74,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,663235,32,Organism,Body condition,Mass change,,-0.07,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.53,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,681937,59,Organism,Body condition,Mass change,,-0.77,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.32,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,712933,63,Organism,Body condition,Mass change,,-0.44,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,3.59,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,731535,38,Organism,Body condition,Mass change,,-0.61,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,2.8,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,733933,41,Organism,Body condition,Mass change,,-0.11,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,5.56,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,787576,39,Organism,Body condition,Mass change,,-2.02,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.28,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,845640,27,Organism,Body condition,Mass change,,-0.13,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,4.04,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,871697,28,Organism,Body condition,Mass change,,0.65,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,3.19,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,929209,33,Organism,Body condition,Mass change,,-1.17,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.47,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,1059585,27,Organism,Body condition,Mass change,,-0.77,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,4.11,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,1366742,42,Organism,Body condition,Mass change,,-2.57,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,3.29,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,1665650,35,Organism,Body condition,Mass change,,-1.04,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.79,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,1787882,37,Organism,Body condition,Mass change,,-0.24,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,3.95,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,2149610,42,Organism,Body condition,Mass change,,-1.3,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,4.99,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,2463656,26,Organism,Body condition,Mass change,,-0.18,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.54,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,2591065,30,Organism,Body condition,Mass change,,-0.35,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,4.93,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,3285076,26,Organism,Body condition,Mass change,,-1.24,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,2.94,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,5612799,30,Organism,Body condition,Mass change,,-0.5,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,4.49,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,86,Organism,Body condition,Mass change,,1.41,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,6.96,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,86,Organism,Body condition,Mass change,,2.24,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,5.46,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,87,Organism,Body condition,Mass change,,1.87,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,6.41,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,87,Organism,Body condition,Mass change,,1.97,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,5.05,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,87,Organism,Body condition,Mass change,,1.32,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,4.67,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,89,Organism,Body condition,Mass change,,0.48,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.87,,,19,0,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,0,0,89,Organism,Body condition,Mass change,,0.31,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.86,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,142933,28,Organism,Body condition,Mass change,,-0.36,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,1.99,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,192586,30,Organism,Body condition,Mass change,,-1.09,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,3.14,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,277552,23,Organism,Body condition,Mass change,,0.14,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.19,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,312001,23,Organism,Body condition,Mass change,,-0.68,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.42,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,332072,27,Organism,Body condition,Mass change,,-0.25,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,1.81,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,366371,23,Organism,Body condition,Mass change,,-0.29,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.12,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,368264,24,Organism,Body condition,Mass change,,0.04,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,1.33,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,380071,32,Organism,Body condition,Mass change,,-0.84,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Male,2.97,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,399523,28,Organism,Body condition,Mass change,,-0.46,,,
1,Brannelly,2021,Raw data,Anura,Pelodryadidae,Litoria verreauxii alpina,Litoria verreauxii,Sensitive,Wild,Lab,Adult,Female,3.79,,,19,1,GPL,LBAbercrom,AbercrombieR-L.booroologensis-2009-LB1,30000,453716,24,Organism,Body condition,Mass change,,0.23,,,
